                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.0155,                0.79307,                 1.0938,                0.70419,                0.84281,                0.93827,                0.63413,                 1.1848,                 1.0525,                 1.1764,             0.00061887,             0.00061887,             0.00061887
                    105,                 1.1009,                0.83392,                 1.1134,                 0.8303,                0.90504,                 0.9564,                0.62056,                 1.2703,                 1.4798,                 1.2389,             0.00061269,             0.00061269,             0.00061269
                    106,                 1.0882,                 0.8423,                 1.1224,                 0.8981,                0.82613,                0.92938,                0.64848,                 1.2373,                 1.2011,                 1.1958,              0.0006065,              0.0006065,              0.0006065
                    107,                 1.0963,                0.84142,                 1.1323,                 0.7913,                0.95309,                  0.985,                0.68583,                 1.2259,                0.90468,                 1.1868,             0.00060031,             0.00060031,             0.00060031
                    108,                 1.0509,                0.80348,                 1.0984,                0.72509,                0.94438,                0.93055,                0.65423,                 1.1958,                  1.072,                 1.1794,             0.00059413,             0.00059413,             0.00059413
                    109,                 1.0502,                0.77854,                 1.1091,                0.70022,                0.95833,                0.93021,                0.64557,                 1.1733,                 1.2227,                 1.1655,             0.00058794,             0.00058794,             0.00058794
                    110,                 1.0231,                0.76411,                 1.0817,                0.76427,                0.88374,                0.93446,                0.60282,                 1.2177,                 1.1718,                  1.179,             0.00058175,             0.00058175,             0.00058175
                    111,                 1.1499,                 0.8206,                 1.1018,                0.80909,                0.83792,                0.91068,                0.62887,                 1.2297,                0.97372,                 1.1868,             0.00057556,             0.00057556,             0.00057556
                    112,                 1.1014,                0.81278,                 1.1439,                0.71472,                  0.875,                0.84139,                0.59123,                 1.2052,                 1.0376,                  1.179,             0.00056938,             0.00056938,             0.00056938
                    113,                 1.0736,                0.84654,                 1.1431,                0.74593,                0.81799,                0.87793,                0.59578,                 1.2184,                  1.033,                 1.1697,             0.00056319,             0.00056319,             0.00056319
                    114,                 1.0467,                 0.7629,                 1.0939,                 0.8001,                0.78815,                0.84168,                0.53779,                  1.259,                 1.0092,                 1.1888,               0.000557,               0.000557,               0.000557
                    115,                 1.0266,                 0.7544,                 1.0892,                0.75896,                0.83333,                0.87246,                0.54989,                 1.2697,                  0.992,                 1.2148,             0.00055081,             0.00055081,             0.00055081
                    116,                 1.0335,                0.80798,                 1.1346,                0.72013,                0.93041,                0.85064,                0.56548,                 1.2861,                 1.0402,                 1.2002,             0.00054463,             0.00054463,             0.00054463
                    117,                 1.0822,                0.81017,                 1.1169,                0.73196,                0.91262,                0.83331,                0.53303,                 1.2955,                 1.0351,                 1.2262,             0.00053844,             0.00053844,             0.00053844
                    118,                 1.1345,                0.89938,                 1.2042,                0.79865,                0.90766,                0.90683,                0.61564,                 1.2028,                0.86353,                 1.1673,             0.00053225,             0.00053225,             0.00053225
                    119,                 1.0285,                0.74189,                 1.1146,                 0.8043,                0.90832,                0.93077,                0.63286,                 1.1985,                0.83619,                 1.1801,             0.00052606,             0.00052606,             0.00052606
                    120,                 1.0641,                0.77792,                 1.1313,                0.60686,                0.94693,                0.84888,                0.55091,                 1.2225,                 1.0395,                 1.2031,             0.00051988,             0.00051988,             0.00051988
                    121,                 1.0173,                0.76094,                 1.0844,                0.62604,                0.90463,                0.87881,                0.61525,                 1.1696,                 1.1459,                  1.152,             0.00051369,             0.00051369,             0.00051369
                    122,                0.97587,                0.72431,                 1.0951,                0.78624,                0.81303,                0.86796,                 0.5912,                 1.2183,                 1.0274,                  1.182,              0.0005075,              0.0005075,              0.0005075
                    123,                 1.0419,                0.74211,                 1.0745,                0.85768,                0.90294,                0.94917,                0.64447,                 1.1824,                0.75042,                 1.1455,             0.00050131,             0.00050131,             0.00050131
                    124,                0.99573,                0.74307,                 1.0606,                0.78542,                0.94005,                  0.985,                 0.6785,                  1.206,                0.89221,                 1.1678,             0.00049513,             0.00049513,             0.00049513
                    125,                 1.0429,                0.78159,                 1.1587,                 0.6977,                0.79167,                0.86019,                0.56339,                 1.2651,                  1.236,                 1.2011,             0.00048894,             0.00048894,             0.00048894
                    126,                0.99782,                0.75047,                 1.0958,                0.76268,                0.94169,                  0.975,                0.67973,                  1.207,                0.85579,                 1.1623,             0.00048275,             0.00048275,             0.00048275
                    127,                 1.0127,                0.75016,                 1.0885,                0.94188,                0.91465,                0.98167,                0.67411,                 1.2005,                0.69076,                 1.1657,             0.00047656,             0.00047656,             0.00047656
                    128,                0.95711,                0.69937,                 1.0645,                0.95866,                0.94064,                0.98929,                0.66883,                 1.1903,                0.70058,                 1.1729,             0.00047038,             0.00047038,             0.00047038
                    129,                0.95661,                0.66232,                 1.0504,                0.76973,                0.95657,                  0.995,                0.66176,                 1.2467,                0.80502,                 1.1918,             0.00046419,             0.00046419,             0.00046419
                    130,                 1.0188,                0.71142,                  1.081,                0.88226,                0.97477,                  0.995,                0.70043,                 1.1736,                0.67336,                 1.1521,               0.000458,               0.000458,               0.000458
                    131,                0.95862,                0.68074,                 1.0566,                0.93698,                0.96539,                  0.995,                0.69313,                 1.1632,                0.65789,                 1.1522,             0.00045181,             0.00045181,             0.00045181
                    132,                0.96284,                0.66612,                 1.0546,                0.90443,                   0.75,                0.77227,                0.50501,                 1.2394,                 1.1174,                 1.1831,             0.00044563,             0.00044563,             0.00044563
                    133,                0.95201,                0.73715,                 1.0617,                0.70891,                0.95833,                0.95226,                0.65444,                 1.1862,                0.85703,                 1.1381,             0.00043944,             0.00043944,             0.00043944
                    134,                 1.0125,                0.73442,                 1.0616,                0.95432,                0.85997,                 0.9662,                0.67837,                 1.1369,                0.72828,                 1.1416,             0.00043325,             0.00043325,             0.00043325
                    135,                0.98611,                0.70812,                 1.0658,                0.89332,                0.90685,                0.97438,                0.66599,                  1.204,                0.71843,                 1.1637,             0.00042706,             0.00042706,             0.00042706
                    136,                0.98915,                0.71343,                 1.0902,                0.75769,                0.91667,                0.96387,                0.64518,                 1.1675,                 0.9103,                 1.1689,             0.00042087,             0.00042087,             0.00042087
                    137,                 1.0284,                0.72553,                 1.1137,                0.71465,                0.82803,                0.91394,                0.61497,                 1.2424,                 1.2256,                 1.1999,             0.00041469,             0.00041469,             0.00041469
                    138,                0.98604,                0.68149,                 1.0432,                0.82411,                   0.75,                0.81791,                0.54215,                 1.2155,                 1.2768,                 1.1731,              0.0004085,              0.0004085,              0.0004085
                    139,                0.98306,                0.75043,                 1.0722,                0.78944,                  0.875,                0.91737,                0.65149,                 1.1588,                0.83448,                 1.1405,             0.00040231,             0.00040231,             0.00040231
                    140,                  0.992,                0.70802,                 1.0572,                 0.8829,                0.95413,                  0.969,                0.67151,                 1.1717,                0.75757,                 1.1602,             0.00039613,             0.00039613,             0.00039613
                    141,                0.95697,                0.67528,                 1.0333,                0.87403,                0.95833,                0.98929,                0.69015,                 1.1614,                0.71668,                 1.1467,             0.00038994,             0.00038994,             0.00038994
                    142,                 1.0067,                0.66254,                 1.0849,                0.86498,                0.93068,                  0.995,                0.67042,                 1.1926,                0.80592,                 1.1604,             0.00038375,             0.00038375,             0.00038375
                    143,                0.99811,                0.67389,                  1.048,                 0.9277,                0.96401,                  0.995,                0.67498,                 1.1791,                0.66861,                  1.163,             0.00037756,             0.00037756,             0.00037756
                    144,                0.98812,                0.66837,                 1.0649,                0.81655,                0.98683,                 0.9631,                0.66885,                 1.1624,                0.70164,                 1.1417,             0.00037138,             0.00037138,             0.00037138
                    145,                0.88814,                0.70536,                0.98381,                0.74796,                0.85408,                0.90661,                0.61291,                 1.1821,                 1.0959,                 1.1584,             0.00036519,             0.00036519,             0.00036519
                    146,                0.98784,                0.69784,                 1.1189,                0.76937,                      1,                0.98667,                0.67837,                 1.1523,                0.82463,                 1.1445,               0.000359,               0.000359,               0.000359
                    147,                 1.0536,                0.67729,                  1.109,                0.76784,                0.91121,                0.98321,                0.67035,                  1.142,                0.87896,                 1.1304,             0.00035281,             0.00035281,             0.00035281
                    148,                0.91519,                0.68535,                  1.063,                0.88636,                0.91667,                0.96887,                0.66205,                 1.1745,                0.65485,                 1.1393,             0.00034663,             0.00034663,             0.00034663
                    149,                0.96561,                0.67017,                 1.0449,                  0.854,                0.94526,                 0.9722,                0.68694,                 1.1513,                 0.6858,                 1.1377,             0.00034044,             0.00034044,             0.00034044
                    150,                0.97327,                0.68395,                  1.093,                0.81443,                0.88288,                0.92879,                0.64187,                  1.219,                0.86714,                 1.1621,             0.00033425,             0.00033425,             0.00033425
                    151,                0.97456,                0.66193,                  1.062,                0.77198,                0.89717,                 0.9219,                0.64535,                 1.1892,                0.91187,                 1.1304,             0.00032806,             0.00032806,             0.00032806
